Assessment Instrument,Assessment Instrument Version,Item ID,Question Text,Section Name,Skip Pattern Trigger,Lookback Period,Item Uses,Item Subsets,Assessment Response Codes,Response Text,Copyright Indicator
OASIS,D1-012020,GG0130G2,"""Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,-|01|02|03|04|05|06|07|09|10|88,"""Not assessed/no information""|""Dependent - Helper does ALL of the effort. {Patient/Resident} does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the {patient/resident} to complete the activity.""|""Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.""|""Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds, or supports trunk or limbs, but provides less than half the effort.""|""Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as {patient/resident} completes activity. Assistance may be provided throughout the activity or intermittently.""|""Setup or clean-up assistance - Helper sets up or cleans up; {patient/resident} completes activity. Helper assists only prior to or following the activity.""|""Independent - {Patient/Resident} completes the activity by him/herself with no assistance from a helper.""|""{Patient/Resident} refused""|""Not applicable - Not attempted and the {patient/resident} did not perform this activity prior to the current illness, exacerbation, or injury.""|""Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)""|""Not attempted due to medical conditions or safety concerns""",N
OASIS,D1-012020,GG0130G3,"""Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,-|01|02|03|04|05|06|07|09|10|88,"""Not assessed/no information""|""Dependent - Helper does ALL of the effort. {Patient/Resident} does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the {patient/resident} to complete the activity.""|""Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.""|""Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds, or supports trunk or limbs, but provides less than half the effort.""|""Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as {patient/resident} completes activity. Assistance may be provided throughout the activity or intermittently.""|""Setup or clean-up assistance - Helper sets up or cleans up; {patient/resident} completes activity. Helper assists only prior to or following the activity.""|""Independent - {Patient/Resident} completes the activity by him/herself with no assistance from a helper.""|""{Patient/Resident} refused""|""Not applicable - Not attempted and the {patient/resident} did not perform this activity prior to the current illness, exacerbation, or injury.""|""Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)""|""Not attempted due to medical conditions or safety concerns""",N
OASIS,D1-012020,GG0130H1,"""Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,-|01|02|03|04|05|06|07|09|10|88,"""Not assessed/no information""|""Dependent - Helper does ALL of the effort. {Patient/Resident} does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the {patient/resident} to complete the activity.""|""Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.""|""Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds, or supports trunk or limbs, but provides less than half the effort.""|""Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as {patient/resident} completes activity. Assistance may be provided throughout the activity or intermittently.""|""Setup or clean-up assistance - Helper sets up or cleans up; {patient/resident} completes activity. Helper assists only prior to or following the activity.""|""Independent - {Patient/Resident} completes the activity by him/herself with no assistance from a helper.""|""{Patient/Resident} refused""|""Not applicable - Not attempted and the {patient/resident} did not perform this activity prior to the current illness, exacerbation, or injury.""|""Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)""|""Not attempted due to medical conditions or safety concerns""",N
OASIS,D1-012020,GG0130H2,"""Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,-|01|02|03|04|05|06|07|09|10|88,"""Not assessed/no information""|""Dependent - Helper does ALL of the effort. {Patient/Resident} does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the {patient/resident} to complete the activity.""|""Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.""|""Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds, or supports trunk or limbs, but provides less than half the effort.""|""Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as {patient/resident} completes activity. Assistance may be provided throughout the activity or intermittently.""|""Setup or clean-up assistance - Helper sets up or cleans up; {patient/resident} completes activity. Helper assists only prior to or following the activity.""|""Independent - {Patient/Resident} completes the activity by him/herself with no assistance from a helper.""|""{Patient/Resident} refused""|""Not applicable - Not attempted and the {patient/resident} did not perform this activity prior to the current illness, exacerbation, or injury.""|""Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)""|""Not attempted due to medical conditions or safety concerns""",N
OASIS,D1-012020,GG0130H3,"""Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,-|01|02|03|04|05|06|07|09|10|88,"""Not assessed/no information""|""Dependent - Helper does ALL of the effort. {Patient/Resident} does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the {patient/resident} to complete the activity.""|""Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.""|""Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds, or supports trunk or limbs, but provides less than half the effort.""|""Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as {patient/resident} completes activity. Assistance may be provided throughout the activity or intermittently.""|""Setup or clean-up assistance - Helper sets up or cleans up; {patient/resident} completes activity. Helper assists only prior to or following the activity.""|""Independent - {Patient/Resident} completes the activity by him/herself with no assistance from a helper.""|""{Patient/Resident} refused""|""Not applicable - Not attempted and the {patient/resident} did not perform this activity prior to the current illness, exacerbation, or injury.""|""Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)""|""Not attempted due to medical conditions or safety concerns""",N
OASIS,D1-012020,GG0170,"""Mobility. Code the {patient's/resident's} usual performance at {admission} for each activity using the 6-point scale. If activity was not attempted at {admission}, code the reason. Code the {patient's/resident's} {discharge} goal(s) using the 6-point scale. Use of codes 07, 09, 10, or 88 is permissible to code {discharge} goal(s).""","""Section GG: Functional Abilities and Goals""",N,0,,01|03|04|05|09,,,N
OASIS,D1-012020,GG0170A1,"""Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170A2,"""Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170A3,"""Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170A4,"""Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170B1,"""Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170B2,"""Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170B3,"""Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170B4,"""Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170C1,"""Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with feet flat on the floor, and with no back support. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,QM,01|03,,,N
OASIS,D1-012020,GG0170C2,"""Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with feet flat on the floor, and with no back support. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,QM,01|03,,,N
OASIS,D1-012020,GG0170C3,"""Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with feet flat on the floor, and with no back support. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170C4,"""Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with feet flat on the floor, and with no back support. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170D1,"""Sit to stand: The ability to come to a standing position from sitting in a chair, wheelchair, or on the side of the bed. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170D2,"""Sit to stand: The ability to come to a standing position from sitting in a chair, wheelchair, or on the side of the bed. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170D3,"""Sit to stand: The ability to come to a standing position from sitting in a chair, wheelchair, or on the side of the bed. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170D4,"""Sit to stand: The ability to come to a standing position from sitting in a chair, wheelchair, or on the side of the bed. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170E1,"""Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair). - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170E2,"""Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair). - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170E3,"""Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair). - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170E4,"""Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair). - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170F1,"""Toilet transfer: The ability to get on and off a toilet or commode. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170F2,"""Toilet transfer: The ability to get on and off a toilet or commode. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170F3,"""Toilet transfer: The ability to get on and off a toilet or commode. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170F4,"""Toilet transfer: The ability to get on and off a toilet or commode. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170G1,"""Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170G2,"""Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170G3,"""Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170I1,"""Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170I2,"""Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170I3,"""Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170I4,"""Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170J1,"""Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170J2,"""Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170J3,"""Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170J4,"""Walk 50 feet with two turns: Once standing, the ability to walk 50 feet and make two turns. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170K1,"""Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170K2,"""Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170K3,"""Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170L1,"""Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170L2,"""Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170L3,"""Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170L4,"""Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170M1,"""1 step (curb): The ability to go up and down a curb and/or up and down one step. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170M2,"""1 step (curb): The ability to go up and down a curb and/or up and down one step. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170M3,"""1 step (curb): The ability to go up and down a curb and/or up and down one step. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170M4,"""1 step (curb): The ability to go up and down curb and/or up and down one step. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170N1,"""4 steps: The ability to go up and down four steps with or without a rail. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170N2,"""4 steps: The ability to go up and down four steps with or without a rail. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170N3,"""4 steps: The ability to go up and down four steps with or without a rail. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170N4,"""4 steps: The ability to go up and down four steps with or without a rail. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170O1,"""12 steps: The ability to go up and down 12 steps with or without a rail. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170O2,"""12 steps: The ability to go up and down 12 steps with or without a rail. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170O3,"""12 steps: The ability to go up and down 12 steps with or without a rail. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170P1,"""Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170P2,"""Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170P3,"""Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170Q1,"""Does the {patient/resident} use a wheelchair and/or scooter? - Admission""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170Q3,"""Does the {patient/resident} use a wheelchair and/or scooter? - Discharge""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170Q4,"""Does the {patient/resident} use a wheelchair and/or scooter? - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170R1,"""Wheel 50 feet with two turns: Once seated in wheelchair/scooter, the ability to wheel at least 50 feet and make two turns. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170R2,"""Wheel 50 feet with two turns: Once seated in wheelchair/scooter, the ability to wheel at least 50 feet and make two turns. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170R3,"""Wheel 50 feet with two turns: Once seated in wheelchair/scooter, the ability to wheel at least 50 feet and make two turns. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170R4,"""Wheel 50 feet with two turns: Once seated in wheelchair/scooter, the ability to wheel at least 50 feet and make two turns. - Follow-up Performance""","""Section GG: Functional Abilities and Goals""",N,0,,04|05,,,N
OASIS,D1-012020,GG0170RR1,"""Indicate the type of wheelchair or scooter used. - Admission""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170RR3,"""Indicate the type of wheelchair or scooter used. - Discharge""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170S1,"""Wheel 150 feet: Once seated in wheelchair/scooter, the ability to wheel at least 150 feet in a corridor or similar space. - Admission Performance""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170S2,"""Wheel 150 feet: Once seated in wheelchair/scooter, the ability to wheel at least 150 feet in a corridor or similar space. - Discharge Goal""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170S3,"""Wheel 150 feet: Once seated in wheelchair/scooter, the ability to wheel at least 150 feet in a corridor or similar space. - Discharge Performance""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,GG0170SS1,"""Indicate the type of wheelchair or scooter used. - Admission""","""Section GG: Functional Abilities and Goals""",N,0,,01|03,,,N
OASIS,D1-012020,GG0170SS3,"""Indicate the type of wheelchair or scooter used. - Discharge""","""Section GG: Functional Abilities and Goals""",N,0,,9,,,N
OASIS,D1-012020,J1800,"""Has the {patient/resident} had any falls since {admission} or the prior assessment whichever is more recent?""","""Section J: Health Conditions""",N,0,,06|07|08|09,-|0|1,"""Not assessed/no information""|""No""|""Yes""",N
OASIS,D1-012020,J1900,"""Number of Falls Since {Admission} or Prior Assessment whichever is most recent""","""Section J: Health Conditions""",N,0,,06|07|08|09,,,N
OASIS,D1-012020,J1900A,"""No injury - no evidence of any injury is noted on physical assessment by the nurse or primary care clinician; no complaints of pain or injury by the {patient/resident}; no change in the {patient's/resident's} behavior is noted after the fall.""","""Section J: Health Conditions""",N,0,,06|07|08|09,^|-|0|1|2,"""Blank (skip pattern)""|""Not assessed/no information""|""None""|""One""|""Two or more""",N
OASIS,D1-012020,J1900B,"""Injury (except major) - skin tears, abrasions, lacerations, superficial bruises, hematomas and sprains; or any fall-related injury that causes the {patient/resident} to complain of pain""","""Section J: Health Conditions""",N,0,,06|07|08|09,^|-|0|1|2,"""Blank (skip pattern)""|""Not assessed/no information""|""None""|""One""|""Two or more""",N
OASIS,D1-012020,J1900C,"""Major injury - bone fractures, joint dislocations, closed head injuries with altered consciousness, subdural hematoma""","""Section J: Health Conditions""",N,0,,06|07|08|09,^|-|0|1|2,"""Blank (skip pattern)""|""Not assessed/no information""|""None""|""One""|""Two or more""",N
OASIS,D1-012020,M0010,"""CMS Certification Number (CCN)""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|Text,"""Blank (not available or unknown)""|""CMS Certification Number (CCN)""",N
OASIS,D1-012020,M0014,"""Branch State""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|AK|AL|AR|AS|AZ|CA|CO|CT|DC|DE|FL|GA|GU|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MP|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PR|RI|SC|SD|TN|TX|UT|VA|VI|VT|WA|WI|WV|WY,"""Blank (not available or unknown)""|""Alaska""|""Alabama""|""Arkansas""|""American Samoa""|""Arizona""|""California""|""Colorado""|""Connecticut""|""District of Columbia""|""Delaware""|""Florida""|""Georgia""|""Guam""|""Hawaii""|""Iowa""|""Idaho""|""Illinois""|""Indiana""|""Kansas""|""Kentucky""|""Louisiana""|""Massachusetts""|""Maryland""|""Maine""|""Michigan""|""Minnesota""|""Missouri""|""Saipan (Northern Mariana Islands)""|""Mississippi""|""Montana""|""North Carolina""|""North Dakota""|""Nebraska""|""New Hampshire""|""New Jersey""|""New Mexico""|""Nevada""|""New York""|""Ohio""|""Oklahoma""|""Oregon""|""Pennsylvania""|""Puerto Rico""|""Rhode Island""|""South Carolina""|""South Dakota""|""Tennessee""|""Texas""|""Utah""|""Virginia""|""Virgin Islands""|""Vermont""|""Washington""|""Wisconsin""|""West Virginia""|""Wyoming""",N
OASIS,D1-012020,M0016,"""Branch ID Number""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,N|P|Text,"""Assessment was performed by an HHA which has no branches or by a subunit which has no branches""|""Assessment was performed by the home office of an HHA which has branches or by the home office of a subunit which has branches""|""Assessment was performed by an HHA branch -- enter standard branch ID""",N
OASIS,D1-012020,M0018,"""National Provider Identifier (NPI)""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|Text|UK,"""Blank (not available or unknown)""|""National Provider Identifier (NPI)""|""Unknown or Not Available""",N
OASIS,D1-012020,M0020,"""{Patient/Resident} ID Number""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|Text,"""Blank (not available or unknown)""|""Agency's {patient/resident} identifying number, medical record number, or other ID for the {patient/resident}""",N
OASIS,D1-012020,M0030,"""Start of Care Date""","""Home Health Patient Tracking Sheet""",N,0,HH PPS Grouper|QM,01|03|04|05|06|07|08|09,MMDDYYYY,"""Start of care date""",N
OASIS,D1-012020,M0032,"""Resumption of Care Date""","""Home Health Patient Tracking Sheet""",N,0,QM,01|03|04|05|06|07|08|09,^|MMDDYYYY|NA,"""Blank (no resumption of care date)""|""Resumption of care date""|""Not applicable""",N
OASIS,D1-012020,M0040,"""Legal Name of {Patient/Resident}""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,,,N
OASIS,D1-012020,M0040_A,"""First name""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,Text,"""{Patient/Resident} First name""",N
OASIS,D1-012020,M0040_B,"""Middle initial""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|Text,"""Blank (not available or unknown)""|""{Patient/Resident} Middle initial""",N
OASIS,D1-012020,M0040_C,"""Last name""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,Text,"""{Patient/Resident} Last name""",N
OASIS,D1-012020,M0040_D,"""Suffix""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|Text,"""Blank (not available or unknown)""|""{Patient/Resident} Suffix""",N
OASIS,D1-012020,M0050,"""{Patient/Resident} State of Residence""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,,,N
OASIS,D1-012020,M0060,"""{Patient/Resident} ZIP Code.""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,Text,"""{Patient/resident} zip code""",N
OASIS,D1-012020,M0063,"""Medicare number""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|NA|Text,"""Blank (not available or unknown)""|""No Medicare""|""{Patient/Resident} Medicare number or Medicare Beneficiary Identifier (MBI)""",N
OASIS,D1-012020,M0064,"""Social Security Number""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|Text|UK,"""Blank (not available or unknown)""|""{Patient/Resident} Social Security Number""|""Unknown or Not Available""",N
OASIS,D1-012020,M0065,"""Medicaid Number - Enter """"+"""" if pending, """"N"""" if not a Medicaid recipient""","""Home Health Patient Tracking Sheet""",N,0,,01|03|04|05|06|07|08|09,^|NA|Text,"""Blank (not available or unknown)""|""No Medicaid""|""{Patient/Resident} Medicaid number""",N
OASIS,D1-012020,M0066,"""Birth Date""","""Home Health Patient Tracking Sheet""",N,0,QM,01|03|04|05|06|07|08|09,MMDDYYYY|MMYYYY|YYYY,"""{Patient/Resident} Birthdate""|""{Patient/Resident} Birthdate (if day of month is unknown)""|""{Patient/Resident} Birthdate (if month and day unknown)""",N
OASIS,D1-012020,M0069,"""Gender""","""Home Health Patient Tracking Sheet""",N,0,QM,01|03|04|05|06|07|08|09,1|2,"""Male""|""Female""",N
OASIS,D1-012020,M0080,"""Discipline of Person Completing Assessment""","""Clinical Record Items""",N,0,,01|03|04|05|06|07|08|09,01|02|03|04,"""RN""|""PT""|""SLP/ST""|""OT""",N
OASIS,D1-012020,M0090,"""Date Assessment Completed""","""Clinical Record Items""",N,0,HH PPS Grouper|QM,01|03|04|05|06|07|08|09,MMDDYYYY,"""Date assessment completed""",N
